Id,car_ordinal,Height,Length,Width,Wheelbase,ModelFrontTrackOuter,ModelRearTrackOuter,BottomCenterWheelbasePosx,BottomCenterWheelbasePosy,BottomCenterWheelbasePosZ,PristineBoundingBoxMinZ,PristineBoundingBoxMaxZ
3783000,3783,1.4,4.035,1.7,2.48,1.64,1.642,0.0,0.0,0.0,0.0,0.0
3785000,3785,1.35,4.9,1.805,2.69,1.75,1.75,0.0,0.0,0.0,0.0,0.0
3789000,3789,1.621,2.92,1.493,1.94,1.45,1.45,0.0,0.0,0.004,0.0,0.0
3795000,3795,1.354,3.137,1.786,2.083,1.792,1.798,0.0,0.0,0.0,0.0,0.0
3798000,3798,1.185,3.948,1.741,2.323,1.72,1.73,0.0,0.0,0.0,0.0,0.0
3811000,3811,1.41,4.976,1.939,2.997,1.96,1.99,0.0,0.0,-0.005,0.0,0.0
3819000,3819,1.468,4.669,1.826,2.672,1.785,1.795,0.0,0.0,0.0,0.0,0.0
3823000,3823,1.245,3.915,1.735,2.31,1.705,1.71,0.0,0.0,0.0,0.0,0.0
3827000,3827,1.585,4.715,1.94,3.0,1.915,1.925,0.0,0.0,0.0,0.0,0.0
3829000,3829,1.331,4.952,1.995,2.905,1.965,1.975,0.0,0.0,-0.01,0.0,0.0
3840000,3840,1.248,4.525,1.956,2.62,1.934,1.941,0.0,0.0,0.0,0.0,0.0
3846000,3846,1.397,4.811,1.915,2.718,1.825,1.885,0.0,0.0,0.0,0.0,0.0
3847000,3847,1.402,4.818,1.917,2.718,1.89,1.925,0.0,0.0,0.0,0.0,0.0
3848000,3848,1.43,4.942,1.857,2.824,1.82,1.83,0.0,0.0,0.0,0.0,0.0
3849000,3849,2.047,5.908,2.209,3.693,2.205,2.195,0.0,0.0,0.0,0.0,0.0
3850000,3850,1.66,5.105,1.94,3.042,1.933,1.941,0.0,0.0,0.0,0.0,0.0
3851000,3851,1.265,3.86,1.65,2.3,1.57,1.57,0.0,0.0,0.0,0.0,0.0
3852000,3852,1.175,3.295,1.395,2.28,1.38,1.385,0.0,0.0,0.0,0.0,0.0
3854000,3854,1.15,3.295,1.395,2.235,1.35,1.35,0.0,0.0,0.0,0.0,0.0
3855000,3855,1.365,3.74,1.63,2.3,1.515,1.5,0.0,0.0,0.0,0.0,0.0
3856000,3856,1.395,3.635,1.58,2.3,1.53,1.515,0.0,0.0,-0.007,0.0,0.0
3858000,3858,1.495,4.8,1.755,2.72,1.665,1.715,0.0,0.0,0.0,0.0,0.0
3859000,3859,1.47,3.38,1.57,2.22,1.555,1.555,0.0,0.0,0.0,0.0,0.0
3860000,3860,1.86,3.48,1.595,2.26,1.55,1.495,0.0,0.0,0.0,0.0,0.0
3865000,3865,1.735,3.255,1.395,1.9,1.365,1.35,0.0,0.0,0.0,0.0,0.0
3880000,3880,1.453,4.409,1.849,2.639,1.815,1.825,0.0,0.0,-0.005,0.0,0.0
3886000,3886,1.42,4.31,1.695,2.51,1.67,1.675,0.0,0.0,0.0,0.0,0.0
3891000,3891,1.16,4.947,2.033,2.779,1.98,2.035,0.0,0.0,0.0,0.0,0.0
3895000,3895,1.303,4.143,1.816,2.431,1.765,1.785,0.0,0.0,0.0,0.0,0.0
3903000,3903,1.487,4.091,1.735,2.493,1.71,1.685,0.0,0.0,0.0,0.0,0.0
3904000,3904,1.454,4.393,1.825,2.7,1.81,1.8,0.0,0.0,0.0,0.0,0.0
3908000,3908,1.512,3.894,1.752,2.538,1.71,1.72,0.0,0.0,0.0,0.0,0.0
3910000,3910,1.338,4.53,1.864,2.45,1.85,1.87,0.0,0.0,0.0,0.0,0.0
3914000,3914,1.375,4.76,1.71,2.68,1.665,1.7,0.0,0.0,0.0,0.0,0.0
3917000,3917,1.237,4.43,1.941,2.649,1.865,1.886,0.0,0.0,0.002,0.0,0.0
3918000,3918,1.425,4.875,1.765,2.8,1.725,1.715,0.0,0.0,0.0,0.0,0.0
3921000,3921,1.316,4.399,1.869,2.55,1.825,1.865,0.0,0.0,0.0,0.0,0.0
3928000,3928,1.44,4.075,1.775,2.58,1.759,1.756,0.0,0.0,0.0,0.0,0.0
3929000,3929,1.48,3.74,1.57,2.3,1.515,1.495,0.0,0.0,0.0,0.0,0.0
3933000,3933,1.4,4.715,1.755,2.73,1.705,1.72,0.0,0.0,0.0,0.0,0.0
3953000,3953,1.303,4.536,1.902,2.451,1.835,1.905,0.0,0.0,0.0,0.0,0.0
3955000,3955,2.088,5.936,2.235,3.687,2.15,2.14,0.0,0.0,0.0,0.0,0.0
3959000,3959,1.461,5.017,1.99,2.946,1.96,1.97,0.0,0.0,-0.084,0.0,0.0
3960000,3960,1.375,3.295,1.395,2.31,1.36,1.35,0.0,0.0,0.0,0.0,0.0
3983000,3983,1.695,4.948,2.019,2.972,1.994,2.003,0.0,0.0,0.0,0.0,0.0
3999000,3999,1.285,4.445,1.695,2.525,1.655,1.645,0.0,0.0,0.0,0.0,0.0
4038000,4038,1.41,4.4,1.72,2.67,1.705,1.69,0.0,0.0,0.0,0.0,0.0
4055000,4055,1.4,3.79,1.625,2.3,1.565,1.55,0.0,0.0,0.0,0.0,0.0
4057000,4057,1.36,4.675,1.78,2.72,1.725,1.735,0.0,0.0,0.0,0.0,0.0
4069000,4069,1.369,4.346,1.679,2.563,1.615,1.61,0.0,0.0,0.0,0.0,0.0
4081000,4081,1.295,4.975,1.995,3.0,1.965,1.98,0.0,0.0,0.005,0.0,0.0
4084000,4084,1.101,4.691,2.007,2.33,1.83,1.835,0.0,0.0,-0.014,0.0,0.0
4085000,4085,1.564,3.492,1.6,1.805,1.565,1.525,0.0,0.0,0.025,0.0,0.0
4090000,4090,1.405,4.35,1.77,2.51,1.735,1.73,0.0,0.0,0.0,0.0,0.0
4094000,4094,1.369,4.689,1.895,2.779,1.845,1.885,0.0,0.0,0.0,0.0,0.0
4114000,4114,1.34,4.545,1.755,2.615,1.72,1.72,0.0,0.0,0.0,0.0,0.0
4119000,4119,1.38,4.755,1.78,2.72,1.7,1.725,0.0,0.0,0.0,0.0,0.0
4124000,4124,1.938,4.673,1.855,2.85,1.788771,1.788771,0.0,0.0,-0.116673,-2.369693,2.538206
4125000,4125,1.735,3.255,1.395,1.9,1.365,1.35,0.0,0.0,0.0,0.0,0.0
4126000,4126,1.512,3.894,1.752,2.538,1.71,1.72,0.0,0.0,0.0,0.0,0.0
4127000,4127,1.9,4.725,1.785,2.725,1.745,1.73,0.0,0.0,0.0,0.0,0.0
4128000,4128,1.468,4.669,1.826,2.672,1.785,1.795,0.0,0.0,0.0,0.0,0.0
4129000,4129,1.495,4.8,1.755,2.72,1.665,1.715,0.0,0.0,0.0,0.0,0.0
4144000,4144,1.23,4.295,1.76,2.425,1.69,1.69,0.0,0.0,0.0,0.0,0.0
4145000,4145,1.397,4.178,1.96,2.311,1.77,1.8,0.0,0.0,0.0,0.0,0.0
4158000,4158,1.22,4.505,1.895,2.605,1.904,1.959,0.0,0.0,-0.020759,-2.323161,2.345026
4160000,4160,1.86,3.48,1.595,2.26,1.55,1.495,0.0,0.0,0.0,0.0,0.0
4162000,4162,1.335,4.285,1.625,2.4,1.75026,1.76016,0.002104,0.0,-0.059995,-2.159271,2.189209
4163000,4163,1.77,4.4,1.68,2.72,1.595,1.615,0.0,0.0,0.0,0.0,0.0
4164000,4164,1.9,4.265,1.775,2.67,2.4,2.27,0.0,0.0,-0.025,0.0,0.0
4165000,4165,1.377,4.064,1.6,2.311,1.77616,1.81079,0.0,0.0,0.0,-2.043036,2.030506
4166000,4166,1.403,4.58,1.887,2.747,1.905,1.905,0.0,0.0,0.0,0.0,0.0
4167000,4167,1.37,4.67,1.895,2.78,1.845,1.885,0.0,0.0,0.0,0.0,0.0
4168000,4168,1.316,4.663,1.801,2.743,1.75,1.75,0.0,0.0,0.0,0.0,0.0
4169000,4169,1.342,4.43,1.72,2.665,1.698349,1.704349,0.0,0.0,-0.125575,-2.231003,2.318982
4171000,4171,1.758,5.058,1.993,2.967,2.465,2.385,0.0,0.0,0.0,0.0,0.0
4175000,4175,2.085,6.761,2.69,4.47,2.17,2.347,0.0,0.0,0.0,0.0,0.0
4179000,4179,1.34,4.545,1.755,2.615,1.765,1.765,0.0,0.0,0.0,0.0,0.0
4197000,4197,1.224,3.947,1.674,2.266,1.72,1.82,0.0,0.02,-0.043,-1.969736,2.087581
4198000,4198,1.194,4.488,1.923,2.443,1.775669,1.85,0.0,0.0,-0.047,-2.317517,2.324706
4199000,4199,1.819,5.392,1.91,3.236,1.92,1.925,0.0,0.0,0.0,0.0,0.0
4200000,4200,1.122,4.459,2.0,2.588,2.0,2.0,0.0,0.0,0.01,0.0,0.0
4210000,4210,1.13,4.407,2.235,2.299,1.81,1.83,0.0,0.0,0.0,0.0,0.0
4211000,4211,1.245,4.076,1.847,2.286,1.815,1.725,0.0,0.0,0.0,0.0,0.0
4212000,4212,1.161,4.769,2.159,2.63,1.83,1.865,0.0,0.0,0.0,0.0,0.0
4213000,4213,1.23,4.731,2.108,2.553,1.82,1.825,0.0,0.0,-0.012,0.0,0.0
4214000,4214,1.225,4.731,1.981,2.546,1.84,1.895,0.0,0.0,-0.006,0.0,0.0
4216000,4216,1.735,3.255,1.395,1.9,1.365,1.35,0.0,0.0,0.0,0.0,0.0
4221000,4221,1.195,4.82,2.0,2.725,2.005,2.005,0.0,0.0,-0.002,0.0,0.0
4222000,4222,1.29,4.47,1.69,2.475,1.65,1.655,0.0,0.0,0.0,0.0,0.0
4223000,4223,1.36,4.6,1.785,2.665,1.745,1.75,0.0,0.0,0.0,0.0,0.0
4231000,4231,1.182,4.723,2.023,2.407,1.835,1.915,0.0,0.0,0.0,0.0,0.0
4232000,4232,1.156,4.382,1.957,2.506,1.92,1.975,0.0,0.0,-0.005,0.0,0.0
4234000,4234,1.43,4.54,1.77,2.7,1.725,1.73,0.0,0.0,0.0,0.0,0.0
4250000,4250,1.335,4.285,1.625,2.4,1.57026,1.58816,0.002104,0.0,-0.059995,-2.159271,2.189209
4251000,4251,1.285,4.135,1.75,2.4,1.646,1.72,0.0,0.0,0.01,-2.239446,2.10017
4252000,4252,1.39,4.365,1.77,2.52,1.701,1.70112,0.0,0.0,0.0,-2.32432,2.275746
4254000,4254,1.25,4.674,2.121,2.584,1.785,1.755,0.0,0.0,0.0,0.0,0.0
4255000,4255,1.515,4.695,1.695,2.785,1.645,1.62,0.0,0.0,0.0,0.0,0.0
4257000,4257,1.75,4.4,1.695,2.75,1.67,1.655,0.0,0.0,0.0,0.0,0.0
4259000,4259,1.285,4.24,1.775,2.57,1.88,1.953,0.0,0.0,0.02,0.0,0.0
4260000,4260,1.369,4.689,1.895,2.779,1.845,1.885,0.0,0.0,0.0,0.0,0.0
4261000,4261,1.265,4.245,1.795,2.272,1.66,1.815,0.0,0.0,0.0,-2.250385,2.233509
4263000,4263,1.195,4.82,2.0,2.725,2.005,2.005,0.0,0.0,-0.002,0.0,0.0
4264000,4264,1.116,4.896,2.051,2.65,2.0,1.96,0.0,0.0,0.0,0.0,0.0
4265000,4265,1.28,4.605,2.024,2.634,1.97,2.005,0.0,0.0,0.008,0.0,0.0
4266000,4266,1.393,4.794,1.887,2.857,1.87,1.87,0.0,0.0,0.0,0.0,0.0
4267000,4267,1.45,4.49,1.77,2.625,1.69,1.7,0.0,0.0,-0.02,-2.421488,2.350051
4268000,4268,2.047,5.908,2.209,3.693,2.205,2.195,0.0,0.0,0.0,0.0,0.0
4277000,4277,1.285,4.623,2.108,2.56,1.835,1.775,0.0,0.0,0.0,0.0,0.0
4278000,4278,1.933,4.923,1.979,2.85,1.9,1.925,0.0,0.0,0.0,0.0,0.0
4287000,4287,1.375,3.295,1.395,2.31,1.36,1.35,0.0,0.0,0.0,0.0,0.0
4303000,4303,1.37,4.67,1.895,2.78,1.845,1.885,0.0,0.0,0.0,0.0,0.0
4313000,4313,0.92,4.78,1.88,2.3,1.815,1.875,0.0,0.0,0.0,0.0,0.0
4315000,4315,1.2,1.371,1.041,1.27,1.03,0.146,0.0,0.0,0.0,0.0,0.0
4332000,4332,1.515,4.695,1.695,2.785,1.645,1.62,0.0,0.0,0.0,0.0,0.0
4333000,4333,1.75,4.4,1.695,2.75,1.67,1.655,0.0,0.0,0.0,0.0,0.0
4341000,4341,1.12,4.568,1.952,2.641,1.945,1.955,0.0,0.0,0.0,0.0,0.0
4342000,4342,1.175,3.58,1.465,2.0,1.345,1.305,0.0,0.0,0.0,0.0,0.0
